data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_0.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_0.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_10.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_10.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_11.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_11.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_2.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_2.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_3.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_3.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_5.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_5.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_6.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_6.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_7.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_7.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_0_9.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_0_9.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_0.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_0.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_1.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_1.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_11.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_11.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_3.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_3.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_4.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_4.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_5.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_5.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_6.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_6.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_8.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_8.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_10_9.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_10_9.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_1.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_1.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_10.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_10.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_11.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_11.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_2.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_2.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_4.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_4.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_5.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_5.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_6.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_6.tif
data/postdam/train_rgbs/top_potsdam_2_10_RGB_11_7.tif,data/postdam/train_heights/dsm_potsdam_02_10_normalized_ownapproach_11_7.tif
